nickname,region,tier,lp,wins,top4,champ_1,games_champ_1,champ_2,games_champ_2,champ_3,games_champ_3,champ_4,games_champ_4,champ_5,games_champ_5
yorozu#7291,jp,,433 LP,5,9,갱플랭크,12.0,코르키,11.0,엘리스,11.0,럼블,9.0,에코,8.0
SivataRie#JP1,jp,,432 LP,4,10,엘리스,11.0,럼블,10.0,갱플랭크,9.0,에코,8.0,워윅,7.0
nasuta13#JP1,jp,,431 LP,2,14,엘리스,11.0,트리스타나,9.0,누누와 윌럼프,8.0,자이라,7.0,문도 박사,7.0
mona1755min#JP1,jp,,430 LP,4,11,엘리스,13.0,일라오이,12.0,빅토르,7.0,럼블,7.0,갱플랭크,6.0
Ajuna#JP1,jp,,429 LP,6,15,에코,13.0,코르키,11.0,파우더,11.0,엘리스,11.0,트런들,10.0
たらばがに大佐#JP1,jp,,429 LP,5,11,엘리스,15.0,블라디미르,7.0,트리스타나,7.0,갱플랭크,7.0,르블랑,6.0
yurarara11#JP1,jp,,426 LP,4,12,엘리스,15.0,자이라,8.0,누누와 윌럼프,8.0,트위치,8.0,케이틀린,8.0
ふらいごん#33010,jp,,426 LP,1,10,엘리스,11.0,럼블,8.0,나미,7.0,스웨인,7.0,일라오이,7.0
不健康貯金#1234,jp,,424 LP,2,9,럼블,10.0,엘리스,9.0,코르키,8.0,일라오이,7.0,파우더,7.0
akari1209#JP1,jp,,423 LP,5,13,제이스,7.0,이즈리얼,7.0,이렐리아,7.0,일라오이,7.0,암베사,6.0
エルヌック先輩#JP1,jp,,422 LP,3,12,엘리스,10.0,일라오이,8.0,럼블,7.0,누누와 윌럼프,7.0,갱플랭크,7.0
skule#JP1,jp,,422 LP,3,11,엘리스,11.0,가렌,11.0,블라디미르,10.0,트리스타나,8.0,제이스,8.0
ザリガニ大会#50077,jp,,419 LP,2,10,제이스,9.0,엘리스,8.0,누누와 윌럼프,8.0,트위치,7.0,우르곳,7.0
AzukinTV#2878,jp,,417 LP,1,9,제이스,10.0,엘리스,9.0,렐,7.0,코르키,7.0,갱플랭크,7.0
ニーガー#ET40,jp,,415 LP,3,14,엘리스,10.0,럼블,8.0,제이스,7.0,바이,7.0,블라디미르,6.0
Spinaria#0000,jp,,414 LP,5,13,에코,13.0,럼블,11.0,파우더,11.0,스카,11.0,엘리스,10.0
HAGIMA#JP1,jp,,412 LP,1,7,엘리스,12.0,에코,7.0,럼블,6.0,나미,6.0,코르키,6.0
八咫烏#711,jp,,410 LP,2,11,트리스타나,10.0,암베사,8.0,코르키,8.0,스웨인,7.0,가렌,7.0
あいり#5011,jp,,409 LP,3,8,엘리스,9.0,럼블,7.0,가렌,7.0,일라오이,7.0,이즈리얼,6.0
石橋ゲル#JP1総裁,jp,,407 LP,0,15,조이,15.0,이렐리아,14.0,아칼리,14.0,일라오이,14.0,세트,13.0
389317#JP1,jp,,404 LP,1,12,엘리스,12.0,럼블,9.0,제이스,8.0,케이틀린,7.0,파우더,7.0
amanon#JP1,jp,,404 LP,1,15,엘리스,12.0,문도 박사,12.0,제이스,10.0,케이틀린,10.0,누누와 윌럼프,10.0
meritan4#8311,jp,,404 LP,5,13,엘리스,9.0,누누와 윌럼프,7.0,갱플랭크,7.0,트위치,6.0,케이틀린,5.0
Kanibaby#JP1,jp,,402 LP,3,8,제이스,8.0,일라오이,7.0,암베사,6.0,트위스티드 페이트,6.0,이렐리아,6.0
ノテタ#JP1,jp,,402 LP,3,12,엘리스,10.0,럼블,7.0,에코,7.0,누누와 윌럼프,7.0,빅토르,6.0
LukaDon77の#JP1,jp,,400 LP,4,14,엘리스,10.0,럼블,9.0,갱플랭크,8.0,에코,7.0,파우더,6.0
taige11#JP1,jp,,400 LP,2,8,엘리스,12.0,스웨인,7.0,조이,6.0,블라디미르,6.0,나미,6.0
TsukuNeJP#TTV,jp,,400 LP,3,15,럼블,10.0,엘리스,9.0,갱플랭크,8.0,에코,8.0,코르키,8.0
ばりえーる#JP1,jp,,399 LP,2,14,엘리스,9.0,럼블,9.0,일라오이,8.0,모르가나,7.0,렐,7.0
Ryona#JP1,jp,,397 LP,7,11,럼블,8.0,로리스,8.0,일라오이,7.0,바이,7.0,제이스,6.0
gummmmmmmmi#8686,jp,,396 LP,3,10,일라오이,12.0,렐,10.0,코르키,9.0,이즈리얼,9.0,엘리스,8.0
mortと飲みいきたい#5653,jp,,392 LP,1,11,바이,8.0,엘리스,7.0,럼블,7.0,트위스티드 페이트,7.0,로리스,7.0
クエンさん#1234,jp,,388 LP,3,12,엘리스,13.0,스웨인,9.0,나미,8.0,자이라,8.0,가렌,7.0
hiryu#9995,jp,,388 LP,5,13,에코,12.0,가렌,11.0,스미치,9.0,스카,9.0,카밀,9.0
manntaaa#8036,jp,,387 LP,2,12,엘리스,10.0,럼블,10.0,일라오이,9.0,조이,6.0,르블랑,6.0
Styling #JP1,jp,,387 LP,3,13,엘리스,11.0,트위스티드 페이트,9.0,바이,7.0,럼블,6.0,로리스,6.0
Charizard#ay2,jp,,384 LP,2,8,엘리스,11.0,코르키,10.0,럼블,9.0,렐,7.0,이즈리얼,6.0
B00SH#JP1,jp,,383 LP,5,15,엘리스,8.0,로리스,6.0,가렌,6.0,블라디미르,6.0,케이틀린,6.0
sino ome#JP1,jp,,382 LP,6,16,엘리스,13.0,스웨인,10.0,르블랑,8.0,암베사,7.0,나미,7.0
kitoen#82859,jp,,382 LP,7,18,에코,9.0,스카,8.0,징크스,7.0,스미치,7.0,이렐리아,6.0
Basil#9183,jp,,380 LP,3,12,엘리스,9.0,누누와 윌럼프,8.0,코르키,7.0,럼블,7.0,스텝,6.0
黒崎一護#JP1,jp,,376 LP,2,11,엘리스,10.0,스웨인,10.0,럼블,9.0,제이스,8.0,나미,8.0
aok#JP1,jp,,376 LP,5,12,엘리스,9.0,갱플랭크,8.0,파우더,8.0,스웨인,6.0,트위치,6.0
Garden#8311,jp,,376 LP,4,12,에코,24.0,코르키,16.0,갱플랭크,16.0,럼블,15.0,엘리스,14.0
my melody#ひかまに,jp,,376 LP,2,8,코르키,9.0,일라오이,8.0,누누와 윌럼프,7.0,우르곳,6.0,제이스,6.0
my melody#ひかまに,jp,,376 LP,2,8,코르키,9.0,일라오이,8.0,누누와 윌럼프,7.0,우르곳,6.0,제이스,6.0
deky#001,jp,,373 LP,5,11,엘리스,11.0,르블랑,8.0,누누와 윌럼프,7.0,블라디미르,6.0,모데카이저,6.0
sotetsu#6434,jp,,371 LP,3,10,엘리스,10.0,가렌,7.0,암베사,7.0,에코,7.0,제리,6.0
Dororu45#6171,jp,,370 LP,6,12,엘리스,9.0,모데카이저,8.0,우르곳,8.0,누누와 윌럼프,8.0,문도 박사,8.0
WisperCare#9494,jp,,369 LP,5,16,트리스타나,15.0,갱플랭크,13.0,엘리스,12.0,자이라,12.0,코르키,11.0
baieu3#JP1,jp,,368 LP,2,12,엘리스,9.0,제이스,7.0,바이,7.0,일라오이,7.0,이즈리얼,6.0
BushDog ET01#JP1,jp,,368 LP,4,10,엘리스,11.0,자이라,8.0,누누와 윌럼프,7.0,우르곳,7.0,트위스티드 페이트,6.0
まんもすたなか#mnnk,jp,,367 LP,3,11,트리스타나,9.0,암베사,9.0,가렌,8.0,코르키,8.0,갱플랭크,8.0
アース#earth,jp,,366 LP,3,10,로리스,9.0,일라오이,9.0,우르곳,8.0,이즈리얼,8.0,코르키,8.0
祈願術#JP1,jp,,365 LP,6,14,제이스,11.0,암베사,9.0,일라오이,8.0,블라디미르,8.0,스웨인,7.0
Kami#128,jp,,364 LP,4,11,엘리스,10.0,갱플랭크,9.0,럼블,9.0,바이,7.0,누누와 윌럼프,6.0
Agrihand#1800,jp,,364 LP,3,12,엘리스,9.0,가렌,7.0,블라디미르,6.0,트위치,6.0,코르키,6.0
Garden#8311,jp,,363 LP,4,12,에코,24.0,코르키,16.0,갱플랭크,16.0,럼블,15.0,엘리스,14.0
next777#JP1,jp,,362 LP,3,9,일라오이,8.0,엘리스,8.0,이렐리아,8.0,르블랑,6.0,레오나,6.0
サモナー1#6454,jp,,361 LP,4,13,럼블,11.0,코르키,10.0,엘리스,9.0,갱플랭크,9.0,파우더,8.0
rikuho#JP1,jp,,361 LP,3,14,엘리스,10.0,누누와 윌럼프,8.0,로리스,8.0,트리스타나,8.0,이즈리얼,7.0
ぽあよ#rrp,jp,,359 LP,1,10,렐,9.0,일라오이,9.0,이렐리아,9.0,하이머딩거,8.0,이즈리얼,7.0
gummmmmmmmi#8686,jp,,359 LP,3,10,일라오이,12.0,렐,10.0,코르키,9.0,이즈리얼,9.0,엘리스,8.0
The Beast Player#108,jp,,359 LP,0,7,이렐리아,12.0,일라오이,12.0,렐,8.0,벡스,7.0,세트,7.0
ばりえーる#JP1,jp,,357 LP,2,14,엘리스,9.0,럼블,9.0,일라오이,8.0,모르가나,7.0,렐,7.0
限りなく灰色へ#ennn,jp,,353 LP,4,17,엘리스,16.0,제이스,9.0,르블랑,8.0,문도 박사,7.0,누누와 윌럼프,6.0
Meta#JP1,jp,,351 LP,5,10,엘리스,11.0,스웨인,9.0,블라디미르,8.0,에코,6.0,럭스,5.0
watchhhhhh#JP1,jp,,351 LP,5,17,가렌,10.0,에코,10.0,엘리스,9.0,럼블,9.0,스카,8.0
名人なかじま#JP1,jp,,350 LP,1,9,갱플랭크,7.0,엘리스,7.0,바이,7.0,럼블,6.0,트위스티드 페이트,6.0
ayatakaotp#6913,jp,,350 LP,0,9,로리스,8.0,스웨인,7.0,렐,7.0,가렌,6.0,암베사,6.0
recommendforyou#JP1,jp,,349 LP,3,13,엘리스,10.0,코르키,8.0,자이라,8.0,우르곳,8.0,누누와 윌럼프,7.0
surrendernever#8012,jp,,347 LP,1,9,엘리스,12.0,트리스타나,7.0,코르키,6.0,렐,6.0,누누와 윌럼프,6.0
あやや#JP1,jp,,346 LP,7,11,럼블,12.0,엘리스,10.0,바이,7.0,에코,7.0,로리스,7.0
Rayker#1801,jp,,344 LP,4,10,제이스,8.0,가렌,8.0,일라오이,8.0,이렐리아,7.0,렐,7.0
PenStore#JP1,jp,,343 LP,4,16,엘리스,11.0,바이,9.0,케이틀린,8.0,로리스,7.0,럼블,6.0
kimi1211#JP1,jp,,342 LP,3,10,엘리스,12.0,로리스,8.0,바이,8.0,케이틀린,7.0,르블랑,6.0
cMAXtempura#JP1,jp,,342 LP,2,11,럼블,9.0,코르키,9.0,엘리스,9.0,에코,8.0,렐,8.0
kaiman#9149,jp,,342 LP,1,11,엘리스,12.0,코르키,9.0,파우더,9.0,갱플랭크,9.0,에코,8.0
aikosuki#JP1,jp,,339 LP,5,10,엘리스,12.0,갱플랭크,11.0,바이,9.0,코르키,8.0,로리스,7.0
Guーtara#JP1,jp,,338 LP,2,11,갱플랭크,11.0,엘리스,9.0,에코,6.0,렐,6.0,제이스,6.0
240z#JP1,jp,,338 LP,4,10,렐,9.0,갱플랭크,7.0,엘리스,7.0,스웨인,5.0,암베사,5.0
surumentai#3354,jp,,336 LP,3,13,엘리스,14.0,갱플랭크,9.0,스웨인,7.0,바이,7.0,암베사,7.0
PLASTICS#1word,jp,,336 LP,4,10,럼블,12.0,일라오이,9.0,에코,8.0,갱플랭크,7.0,렐,7.0
小妖怪哪里跑zz#dasb,jp,,335 LP,3,10,블라디미르,12.0,가렌,12.0,엘리스,11.0,제이스,8.0,스웨인,8.0
ネビルロングボト#123,jp,,335 LP,1,12,엘리스,10.0,바이,7.0,럼블,6.0,로리스,6.0,빅토르,5.0
だめぽょ#JP1,jp,,332 LP,2,11,누누와 윌럼프,10.0,엘리스,7.0,트리스타나,7.0,가렌,6.0,세트,6.0
takehaya7th#JP1,jp,,331 LP,4,13,엘리스,13.0,암베사,9.0,바이,9.0,로리스,9.0,케이틀린,7.0
orfevre#7546,jp,,331 LP,3,12,파우더,10.0,코르키,9.0,에코,9.0,럼블,8.0,엘리스,7.0
白石蔵ノ介#2851,jp,,328 LP,3,12,가렌,10.0,블라디미르,8.0,엘리스,8.0,럼블,7.0,로리스,6.0
クロロクロクロロ#JP1,jp,,328 LP,3,10,바이,10.0,일라오이,9.0,가렌,8.0,로리스,7.0,암베사,7.0
mumi#JP1,jp,,328 LP,2,8,엘리스,11.0,럼블,8.0,스텝,6.0,트런들,6.0,에코,6.0
アキイクＳ#JP1,jp,,326 LP,1,10,가렌,11.0,문도 박사,7.0,엘리스,7.0,밴더,7.0,누누와 윌럼프,6.0
Souma#JP1,jp,,325 LP,4,14,엘리스,9.0,레오나,7.0,렐,7.0,하이머딩거,7.0,럼블,7.0
SpringStafy#SP1,jp,,324 LP,6,10,엘리스,11.0,스웨인,7.0,블라디미르,7.0,르블랑,7.0,럼블,7.0
suihanjaaa#JP1,jp,,323 LP,5,14,럼블,11.0,파우더,10.0,징크스,8.0,에코,8.0,갱플랭크,6.0
iwanappo#JP1,jp,,322 LP,2,11,일라오이,12.0,이렐리아,11.0,렐,11.0,이즈리얼,10.0,레오나,9.0
ランスロット進化顔#2626,jp,,322 LP,1,12,엘리스,8.0,로리스,8.0,렐,7.0,갱플랭크,7.0,럼블,7.0
スバルン#VFC52,jp,,321 LP,4,9,렐,10.0,스웨인,7.0,나미,7.0,일라오이,7.0,가렌,6.0
All Out#全部出す,jp,,321 LP,3,10,일라오이,9.0,렐,8.0,에코,8.0,엘리스,7.0,로리스,7.0
JackSimon#1111,jp,,319 LP,5,10,엘리스,15.0,코르키,10.0,갱플랭크,9.0,럼블,9.0,에코,8.0
ssss#4473,jp,,318 LP,2,9,엘리스,13.0,스웨인,7.0,자이라,7.0,누누와 윌럼프,7.0,럼블,5.0
iepppeee#6769,jp,,318 LP,4,14,가렌,9.0,갱플랭크,8.0,모데카이저,8.0,암베사,8.0,빅토르,7.0
Lizexy#JP1,jp,,316 LP,4,10,럼블,9.0,에코,9.0,갱플랭크,7.0,로리스,7.0,일라오이,7.0
ショコラール#JP1,jp,,314 LP,4,13,조이,8.0,엘리스,8.0,제이스,8.0,블라디미르,7.0,스웨인,7.0
黒白赤青#JP1,jp,,312 LP,5,15,갱플랭크,9.0,엘리스,9.0,제이스,8.0,럼블,7.0,트리스타나,7.0
v2yam#JP0,jp,,312 LP,3,12,일라오이,12.0,엘리스,9.0,로리스,8.0,렐,7.0,하이머딩거,7.0
ふじ林檎#JP1,jp,,311 LP,4,14,엘리스,10.0,이렐리아,7.0,일라오이,7.0,세트,7.0,갱플랭크,6.0
ke2ge#tinge,jp,,310 LP,4,14,에코,12.0,가렌,8.0,블라디미르,8.0,럼블,7.0,엘리스,7.0
はいやい#JP1,jp,,309 LP,0,11,가렌,9.0,엘리스,9.0,스웨인,8.0,럼블,8.0,제이스,7.0
誰よPEG32#8579,jp,,308 LP,1,13,일라오이,10.0,엘리스,9.0,코르키,9.0,갱플랭크,8.0,우르곳,6.0
ocarina#JP1,jp,,306 LP,3,10,엘리스,12.0,갱플랭크,11.0,트런들,10.0,에코,10.0,럼블,9.0
すかぴっぴ#JP1,jp,,306 LP,2,9,엘리스,13.0,누누와 윌럼프,8.0,바이,7.0,트위치,6.0,트리스타나,6.0
エッグトマト#EGTM,jp,,305 LP,2,12,럼블,11.0,에코,9.0,일라오이,8.0,로리스,7.0,파우더,6.0
はるまきサウルス#がおおお,jp,,304 LP,2,11,에코,17.0,갱플랭크,13.0,코르키,12.0,엘리스,11.0,일라오이,10.0
Fraternity#JP1,jp,,303 LP,1,9,엘리스,12.0,에코,8.0,럼블,7.0,일라오이,7.0,트위치,6.0
April Fool#JP1,jp,,303 LP,3,7,로리스,11.0,바이,9.0,럼블,7.0,매디,7.0,트위스티드 페이트,7.0
アグロガンジー#ADC,jp,,303 LP,0,14,에코,12.0,코르키,10.0,엘리스,8.0,갱플랭크,8.0,파우더,7.0
Japannorio1#JP1,jp,,302 LP,2,12,하이머딩거,8.0,코르키,8.0,렐,7.0,레오나,7.0,이즈리얼,7.0
yura200#JP1,jp,,302 LP,5,15,엘리스,11.0,제이스,10.0,럼블,8.0,코르키,7.0,일라오이,7.0
penyaaa#JP1,jp,,302 LP,6,14,블라디미르,11.0,엘리스,9.0,스웨인,9.0,에코,7.0,르블랑,6.0
ぐりん#ぐりん,jp,,301 LP,1,8,엘리스,15.0,문도 박사,11.0,카시오페아,8.0,블라디미르,8.0,누누와 윌럼프,7.0
Tay To TFT#2003,jp,,301 LP,2,8,엘리스,9.0,스웨인,8.0,암베사,7.0,렐,7.0,모데카이저,6.0
わーぶらー#JP1,jp,,300 LP,6,12,엘리스,8.0,누누와 윌럼프,8.0,코르키,7.0,바이,6.0,갱플랭크,6.0
take#1927,jp,,300 LP,3,9,엘리스,10.0,바이,10.0,럼블,7.0,로리스,7.0,문도 박사,6.0
びんびんいくいくさむらい#かたすぎー,jp,,300 LP,4,14,엘리스,11.0,럼블,8.0,코르키,7.0,렐,7.0,일라오이,7.0
tept#JP1,jp,,299 LP,4,12,엘리스,10.0,가렌,9.0,블라디미르,8.0,누누와 윌럼프,6.0,빅토르,5.0
ゆずりはもち#JP1,jp,,297 LP,1,11,엘리스,18.0,바이,14.0,코르키,10.0,갱플랭크,10.0,누누와 윌럼프,9.0
Marchaly#JP1,jp,,296 LP,4,12,엘리스,11.0,럼블,8.0,갱플랭크,8.0,제이스,8.0,문도 박사,7.0
Fjmo#JP1,jp,,296 LP,1,12,엘리스,10.0,갱플랭크,9.0,누누와 윌럼프,7.0,일라오이,7.0,이렐리아,6.0
mustan2123#JP1,jp,,295 LP,4,11,엘리스,12.0,갱플랭크,11.0,럼블,10.0,암베사,10.0,렐,10.0
らがまふぃん#JP1,jp,,295 LP,1,9,갱플랭크,11.0,엘리스,11.0,코르키,10.0,에코,9.0,럼블,9.0
ようすけ#1234,jp,,295 LP,2,9,럼블,10.0,렐,9.0,로리스,8.0,하이머딩거,7.0,엘리스,6.0
7Silky7#0821,jp,,293 LP,1,10,우르곳,8.0,누누와 윌럼프,7.0,자이라,7.0,이렐리아,7.0,갱플랭크,6.0
keiio#JP1,jp,,292 LP,6,12,엘리스,10.0,가렌,7.0,트리스타나,6.0,에코,6.0,문도 박사,6.0
kumoi#JP1,jp,,291 LP,3,13,엘리스,14.0,럼블,8.0,코르키,8.0,갱플랭크,7.0,트리스타나,6.0
yunicoUC#JP1,jp,,291 LP,1,9,엘리스,10.0,갱플랭크,7.0,로리스,7.0,가렌,6.0,코르키,6.0
Raias#JP1,jp,,289 LP,3,8,엘리스,11.0,코르키,10.0,갱플랭크,8.0,트리스타나,7.0,누누와 윌럼프,6.0
zac48#JP1,jp,,289 LP,9,15,가렌,10.0,트리스타나,9.0,블라디미르,9.0,엘리스,9.0,스웨인,8.0
Syzygy#SSS,jp,,288 LP,4,12,엘리스,10.0,누누와 윌럼프,7.0,블라디미르,6.0,자이라,6.0,스카,6.0
miapingspam#JP1,jp,,287 LP,3,15,엘리스,14.0,누누와 윌럼프,10.0,갱플랭크,9.0,자이라,7.0,럼블,6.0
粒あん大好き#3394,jp,,287 LP,3,12,로리스,9.0,빅토르,7.0,엘리스,7.0,갱플랭크,7.0,코르키,7.0
Syukoro#JP1,jp,,286 LP,3,16,엘리스,9.0,일라오이,7.0,누누와 윌럼프,7.0,럼블,6.0,에코,6.0
MISONIN#JP1,jp,,285 LP,1,14,엘리스,9.0,갱플랭크,8.0,코르키,7.0,제이스,7.0,가렌,7.0
クルックー#1353,jp,,284 LP,2,12,엘리스,10.0,블라디미르,7.0,스웨인,7.0,갱플랭크,7.0,카시오페아,6.0
YUU Ds#8922,jp,,284 LP,2,12,럼블,10.0,엘리스,9.0,로리스,7.0,제이스,6.0,케이틀린,5.0
ほやごはん#yuzu,jp,,284 LP,2,8,엘리스,10.0,제이스,6.0,일라오이,6.0,블라디미르,6.0,워윅,5.0
God Fukuoka#JP1,jp,,283 LP,1,9,엘리스,11.0,코르키,10.0,에코,10.0,갱플랭크,9.0,파우더,9.0
OMANGEMANGE#ommc,jp,,283 LP,5,12,에코,13.0,갱플랭크,9.0,엘리스,9.0,코르키,9.0,가렌,8.0
hibira#0625,jp,,282 LP,3,12,엘리스,9.0,일라오이,9.0,코르키,9.0,렐,8.0,럼블,6.0
reisu777#JP1,jp,,282 LP,5,14,엘리스,15.0,코르키,14.0,갱플랭크,14.0,에코,14.0,럼블,8.0
XAO#JPN,jp,,282 LP,2,14,엘리스,12.0,암베사,8.0,가렌,7.0,트위치,6.0,트리스타나,6.0
三つ葉のクローバー#small,jp,,281 LP,1,10,럼블,11.0,갱플랭크,10.0,파우더,9.0,에코,8.0,제이스,7.0
roku123#JP1,jp,,278 LP,3,13,럼블,8.0,갱플랭크,8.0,로리스,7.0,엘리스,6.0,빅토르,6.0
パチンコボンプ#777,jp,,278 LP,3,12,엘리스,12.0,트리스타나,11.0,럼블,11.0,갱플랭크,11.0,코르키,10.0
るうです#JP080,jp,,277 LP,3,10,로리스,9.0,이렐리아,9.0,렐,9.0,일라오이,9.0,이즈리얼,8.0
ファルコン#21g,jp,,276 LP,3,11,엘리스,9.0,암베사,8.0,가렌,8.0,모데카이저,7.0,아칼리,6.0
ekollon#JP1,jp,,275 LP,0,11,엘리스,14.0,렐,10.0,갱플랭크,9.0,스웨인,6.0,르블랑,6.0
ハラキリドライブ#JPV,jp,,274 LP,3,13,엘리스,13.0,조이,10.0,일라오이,8.0,이렐리아,7.0,가렌,6.0
arne11#JP1,jp,,274 LP,0,9,일라오이,10.0,이렐리아,9.0,렐,9.0,레오나,7.0,럼블,7.0
LIGhtYgo#bili,jp,,274 LP,4,7,갱플랭크,11.0,트리스타나,10.0,럼블,10.0,엘리스,9.0,코르키,9.0
まつきち#JP1,jp,,272 LP,1,9,엘리스,9.0,럼블,8.0,암베사,8.0,가렌,8.0,일라오이,6.0
Type8#JP8,jp,,272 LP,6,16,엘리스,13.0,스웨인,8.0,나미,7.0,갱플랭크,7.0,바이,7.0
フラペチンチーノ#JP1,jp,,272 LP,1,9,갱플랭크,14.0,에코,13.0,엘리스,13.0,코르키,12.0,제이스,8.0
tamicha483#JP1,jp,,271 LP,3,9,럼블,9.0,엘리스,9.0,바이,8.0,스텝,6.0,로리스,6.0
柴犬しきちゃん#JP1,jp,,270 LP,4,10,엘리스,14.0,누누와 윌럼프,9.0,에코,8.0,자이라,8.0,갱플랭크,7.0
にんさまファンボ#JP1,jp,,270 LP,3,11,누누와 윌럼프,9.0,렐,8.0,럼블,8.0,갱플랭크,7.0,이렐리아,6.0
tteru#JP1,jp,,270 LP,2,11,로리스,9.0,럼블,9.0,에코,9.0,엘리스,7.0,트위스티드 페이트,6.0
Green Garden#JP1,jp,,269 LP,2,7,엘리스,10.0,일라오이,8.0,가렌,6.0,로리스,6.0,문도 박사,5.0
Kyqtapy#kyata,jp,,269 LP,2,10,엘리스,10.0,럼블,8.0,코르키,8.0,일라오이,8.0,문도 박사,6.0
ぷくろっと#pwq,jp,,267 LP,1,7,바이,9.0,엘리스,8.0,코르키,7.0,암베사,7.0,일라오이,6.0
ゴールデンスライム#sen,jp,,267 LP,1,9,엘리스,12.0,갱플랭크,11.0,코르키,11.0,럼블,9.0,트런들,8.0
almega#1902,jp,,266 LP,3,12,엘리스,14.0,르블랑,8.0,조이,7.0,자이라,7.0,갱플랭크,7.0
Mapo#777,jp,,266 LP,2,9,엘리스,13.0,갱플랭크,7.0,제이스,6.0,파우더,6.0,에코,6.0
よだかの星#JP1,jp,,264 LP,0,8,렐,10.0,일라오이,7.0,엘리스,7.0,신지드,6.0,암베사,6.0
Japanese Leduck#JAL,jp,,262 LP,4,8,럼블,10.0,엘리스,9.0,갱플랭크,8.0,이즈리얼,8.0,일라오이,8.0
Exella#6944,jp,,262 LP,6,15,엘리스,13.0,누누와 윌럼프,9.0,트리스타나,9.0,갱플랭크,8.0,에코,7.0
pizza#0123,jp,,261 LP,5,13,엘리스,10.0,갱플랭크,9.0,럼블,7.0,트리스타나,6.0,누누와 윌럼프,6.0
hrken0323#JP1,jp,,260 LP,2,10,엘리스,13.0,럼블,7.0,갱플랭크,7.0,트리스타나,7.0,파우더,6.0
Moryo314#JP1,jp,,259 LP,2,10,엘리스,10.0,갱플랭크,9.0,일라오이,7.0,빅토르,7.0,럼블,7.0
灼熱BeachSideBunny#IIDX,jp,,259 LP,3,14,엘리스,11.0,일라오이,9.0,바이,9.0,케이틀린,8.0,로리스,8.0
lcr#0000,jp,,258 LP,5,16,엘리스,15.0,르블랑,11.0,조이,11.0,블라디미르,11.0,스웨인,10.0
sato26#JP1,jp,,257 LP,3,12,엘리스,9.0,자이라,7.0,트위치,7.0,우르곳,7.0,누누와 윌럼프,7.0
DairankoDX#JP1,jp,,256 LP,2,6,엘리스,10.0,럼블,8.0,에코,8.0,갱플랭크,7.0,렐,6.0
かーる#6061,jp,,256 LP,4,16,엘리스,9.0,갱플랭크,8.0,세비카,7.0,에코,7.0,가렌,6.0
Hurrry#JP1,jp,,255 LP,3,11,로리스,15.0,일라오이,10.0,트위스티드 페이트,10.0,암베사,10.0,바이,9.0
renbin3#JP1,jp,,255 LP,4,15,엘리스,9.0,문도 박사,8.0,트위치,7.0,르블랑,6.0,세트,6.0
himemikoto#JP1,jp,,254 LP,2,11,엘리스,13.0,바이,10.0,누누와 윌럼프,9.0,트위치,8.0,문도 박사,8.0
tuna#0222,jp,,254 LP,0,10,갱플랭크,11.0,에코,10.0,코르키,10.0,엘리스,9.0,럼블,8.0
mohohohoooooo#slot,jp,,253 LP,0,13,엘리스,10.0,르블랑,8.0,럼블,8.0,제이스,8.0,스웨인,7.0
necomet#0314,jp,,253 LP,1,11,엘리스,10.0,바이,8.0,에코,8.0,가렌,7.0,케이틀린,6.0
バニーバニーガイル#8888,jp,,253 LP,3,12,일라오이,8.0,로리스,7.0,빅토르,7.0,엘리스,7.0,에코,7.0
hemi#JP1,jp,,252 LP,2,10,엘리스,11.0,갱플랭크,11.0,에코,11.0,코르키,10.0,럼블,8.0
Pamaja#JP1,jp,,251 LP,2,12,코르키,10.0,럼블,10.0,누누와 윌럼프,8.0,렐,8.0,엘리스,7.0
ニック#名無し,jp,,251 LP,2,12,엘리스,12.0,제이스,11.0,갱플랭크,9.0,스웨인,8.0,카시오페아,7.0
Efreal#XWZG,jp,,251 LP,3,10,엘리스,12.0,트리스타나,11.0,갱플랭크,10.0,누누와 윌럼프,9.0,우르곳,7.0
おぐらゆい#JP1,jp,,249 LP,4,10,암베사,10.0,문도 박사,8.0,엘리스,8.0,트위치,7.0,실코,7.0
516#JP1,jp,,249 LP,4,12,럼블,13.0,로리스,8.0,일라오이,7.0,이렐리아,7.0,제이스,6.0
Spark#ggwp,jp,,248 LP,4,9,엘리스,9.0,렐,7.0,럼블,7.0,일라오이,7.0,나미,6.0
絶対絶対よらないザウルス#IKURA,jp,,247 LP,4,11,엘리스,9.0,렐,7.0,럼블,6.0,트리스타나,6.0,코르키,6.0
土壤含有大量水分#55555,jp,,246 LP,4,9,엘리스,13.0,누누와 윌럼프,8.0,케이틀린,7.0,암베사,6.0,에코,6.0
Karina is Life#Aespa,jp,,246 LP,2,9,가렌,15.0,엘리스,13.0,스웨인,12.0,블라디미르,10.0,르블랑,9.0
luckさん#JP1,jp,,244 LP,7,14,로리스,10.0,암베사,8.0,바이,8.0,가렌,7.0,트위스티드 페이트,7.0
miyabi#8492,jp,,243 LP,2,13,엘리스,13.0,스웨인,11.0,르블랑,10.0,블라디미르,10.0,나미,10.0
Ksaka#12345,jp,,243 LP,4,11,일라오이,9.0,이렐리아,9.0,엘리스,9.0,신지드,8.0,렐,8.0
チーズいか#JP1,jp,,242 LP,1,15,엘리스,9.0,에코,7.0,갱플랭크,7.0,트리스타나,6.0,블리츠크랭크,5.0
あねおび#JP1,jp,,241 LP,2,16,엘리스,13.0,갱플랭크,11.0,코르키,10.0,트리스타나,9.0,럼블,7.0
